n,count(DISTINCT r)
"{date:1994/11/13,paperId:9411282}",28
"{date:1997/6/3,paperId:9706230}",54
"{date:None,paperId:11231}",15
"{date:None,paperId:212087}",21
"{date:None,paperId:109088}",34
"{date:1998/12/10,paperId:9812314}",8
"{date:None,paperId:208260}",4
"{date:1993/3/1,paperId:9303202}",214
"{date:1992/12/9,paperId:9212245}",18
"{date:1994/2/14,paperId:9402279}",8
"{date:None,paperId:101221}",40
"{date:1999/6/15,paperId:9906368}",38
"{date:1999/8/19,paperId:9908409}",27
"{date:1999/11/18,paperId:9911396}",7
"{date:1997/10/5,paperId:9710245}",30
"{date:1995/4/2,paperId:9503494}",11
"{date:None,paperId:112061}",28
"{date:1998/6/2,paperId:9806228}",50
"{date:None,paperId:105062}",8
"{date:None,paperId:210070}",4
"{date:1994/7/3,paperId:9407210}",1
"{date:1996/8/22,paperId:9608415}",59
"{date:None,paperId:9179}",23
"{date:1993/3/26,paperId:9303309}",133
"{date:1999/7/15,paperId:9907377}",24
"{date:None,paperId:10224}",4
"{date:1996/2/24,paperId:9602388}",5
"{date:1997/11/20,paperId:9711397}",6
"{date:1999/7/5,paperId:9907243}",77
"{date:1994/5/24,paperId:9405373}",4
"{date:None,paperId:208192}",15
"{date:1998/8/24,paperId:9808401}",32
"{date:None,paperId:3325}",11
"{date:None,paperId:106231}",12
"{date:1999/10/19,paperId:9910407}",22
"{date:1998/10/26,paperId:9810470}",6
"{date:1993/8/16,paperId:9308280}",2
"{date:None,paperId:204304}",1
"{date:None,paperId:110333}",22
"{date:1992/8/21,paperId:9208239}",6
"{date:None,paperId:112070}",18
"{date:None,paperId:105116}",14
"{date:1998/12/14,paperId:9812347}",11
"{date:None,paperId:12361}",9
"{date:1994/4/13,paperId:9404267}",4
"{date:1999/5/10,paperId:9905285}",7
"{date:None,paperId:210190}",13
"{date:1996/6/21,paperId:9606401}",1
"{date:1999/8/2,paperId:9908207}",20
"{date:None,paperId:203074}",47
"{date:None,paperId:104292}",19
"{date:None,paperId:105244}",32
"{date:1993/6/22,paperId:9306301}",9
"{date:1995/11/6,paperId:9511251}",15
"{date:1999/2/25,paperId:9902466}",8
"{date:None,paperId:301011}",23
"{date:1995/1/12,paperId:9501291}",16
"{date:None,paperId:8251}",13
"{date:1997/6/20,paperId:9706439}",34
"{date:1993/7/21,paperId:9307316}",17
"{date:1996/11/7,paperId:9611266}",3
"{date:None,paperId:105069}",6
"{date:None,paperId:10338}",295
"{date:1993/5/20,paperId:9305293}",23
"{date:None,paperId:107182}",40
"{date:1994/11/15,paperId:9411299}",30
"{date:1997/2/20,paperId:9702379}",77
"{date:1996/3/29,paperId:9603436}",11
"{date:1999/12/3,paperId:9912232}",14
"{date:1998/4/27,paperId:9804420}",19
"{date:1996/4/30,paperId:9604445}",67
"{date:1997/8/7,paperId:9708270}",9
"{date:1993/11/21,paperId:9311326}",39
"{date:1999/3/17,paperId:9903380}",7
"{date:None,paperId:206255}",17
"{date:1997/9/29,paperId:9709498}",10
"{date:1995/12/25,paperId:9512418}",21
"{date:1996/12/2,paperId:9612225}",42
"{date:1995/9/26,paperId:9509387}",24
"{date:1995/11/16,paperId:9511340}",11
"{date:1995/8/1,paperId:9508212}",20
"{date:1996/5/31,paperId:9605449}",11
"{date:1998/11/14,paperId:9811329}",3
"{date:1998/9/14,paperId:9809367}",22
"{date:None,paperId:11252}",62
"{date:None,paperId:107305}",19
"{date:1998/7/20,paperId:9807420}",8
"{date:1999/7/29,paperId:9907551}",7
"{date:1997/3/22,paperId:9703391}",48
"{date:1993/2/24,paperId:9302304}",10
"{date:None,paperId:10082}",15
"{date:1996/8/19,paperId:9608365}",83
"{date:None,paperId:208053}",8
"{date:1995/9/11,paperId:9509268}",54
"{date:None,paperId:108066}",8
"{date:1996/7/31,paperId:9607481}",12
"{date:None,paperId:12164}",20
"{date:None,paperId:204183}",13
"{date:1995/7/4,paperId:9507223}",5
"{date:None,paperId:102165}",15
"{date:1997/6/3,paperId:9706226}",4
"{date:None,paperId:103254}",4
"{date:1999/2/9,paperId:9902285}",4
"{date:None,paperId:12325}",8
"{date:None,paperId:8312}",4
"{date:1994/5/22,paperId:9405351}",7
"{date:None,paperId:205179}",8
"{date:1998/6/23,paperId:9806456}",19
"{date:None,paperId:111396}",11
"{date:None,paperId:210373}",25
"{date:None,paperId:109249}",16
"{date:1995/3/27,paperId:9503446}",13
"{date:1999/9/20,paperId:9909441}",6
"{date:1998/11/24,paperId:9811450}",11
"{date:None,paperId:302212}",20
"{date:1997/8/22,paperId:9708438}",10
"{date:None,paperId:5099}",7
"{date:None,paperId:101041}",28
"{date:None,paperId:207114}",29
"{date:1993/12/6,paperId:9312232}",7
"{date:None,paperId:109268}",18
"{date:1992/10/26,paperId:9210264}",5
"{date:None,paperId:202078}",5
"{date:None,paperId:201256}",31
"{date:1997/9/9,paperId:9709292}",38
"{date:1999/4/19,paperId:9904386}",12
"{date:1995/5/31,paperId:9505440}",17
"{date:None,paperId:111465}",28
"{date:None,paperId:205282}",4
"{date:None,paperId:9266}",13
"{date:None,paperId:206025}",34
"{date:1996/7/1,paperId:9607208}",8
"{date:1995/7/11,paperId:9507287}",16
"{date:None,paperId:102050}",5
"{date:None,paperId:6295}",32
"{date:None,paperId:101124}",60
"{date:1996/1/26,paperId:9601338}",11
"{date:1999/3/17,paperId:9903385}",61
"{date:1995/12/18,paperId:9512335}",60
"{date:1993/8/26,paperId:9308347}",46
"{date:1998/7/9,paperId:9807312}",23
"{date:1994/2/27,paperId:9402360}",233
"{date:1998/9/18,paperId:9809453}",68
"{date:1999/3/15,paperId:9903361}",15
"{date:1998/4/10,paperId:9804268}",11
"{date:1996/12/5,paperId:9612267}",18
"{date:1998/10/26,paperId:9810485}",6
"{date:1998/10/16,paperId:9810386}",39
"{date:1995/11/2,paperId:9511210}",162
"{date:None,paperId:1071}",1
"{date:1995/1/5,paperId:9501216}",11
"{date:1992/8/7,paperId:9208215}",21
"{date:1998/5/15,paperId:9805342}",98
"{date:1994/8/22,paperId:9408352}",37
"{date:1995/11/17,paperId:9511356}",4
"{date:1997/12/17,paperId:9712417}",47
"{date:1998/5/22,paperId:9805428}",2
"{date:1997/5/6,paperId:9705245}",33
"{date:1993/8/15,paperId:9308277}",38
"{date:1996/5/20,paperId:9605360}",4
"{date:1997/3/25,paperId:9703410}",34
"{date:1996/6/6,paperId:9606258}",5
"{date:1996/6/28,paperId:9606467}",33
"{date:None,paperId:212338}",12
"{date:None,paperId:302121}",17
"{date:1996/12/3,paperId:9612237}",49
"{date:1997/8/22,paperId:9708428}",2
"{date:1999/10/27,paperId:9910516}",42
"{date:None,paperId:7332}",14
"{date:1997/6/27,paperId:9706528}",8
"{date:None,paperId:6176}",3
"{date:1999/6/23,paperId:9906466}",6
"{date:None,paperId:110212}",5
"{date:None,paperId:207125}",21
"{date:None,paperId:204044}",32
"{date:1999/10/27,paperId:9910526}",13
"{date:None,paperId:206111}",8
"{date:None,paperId:7252}",29
"{date:1997/7/18,paperId:9707396}",7
"{date:1998/11/16,paperId:9811346}",14
"{date:None,paperId:101013}",3
"{date:None,paperId:204012}",3
"{date:None,paperId:206144}",16
"{date:None,paperId:210242}",12
"{date:1995/6/8,paperId:9506269}",30
"{date:None,paperId:12055}",3
"{date:None,paperId:103007}",27
"{date:None,paperId:8117}",31
"{date:None,paperId:5246}",12
"{date:None,paperId:212048}",8
"{date:None,paperId:109258}",20
"{date:None,paperId:206231}",37
"{date:1999/3/15,paperId:9903352}",5
"{date:1999/3/8,paperId:9903291}",15
"{date:None,paperId:105078}",20
"{date:None,paperId:302165}",23
"{date:None,paperId:210157}",64
"{date:None,paperId:109224}",9
"{date:1996/8/8,paperId:9608273}",17
"{date:None,paperId:7025}",27
"{date:1999/1/6,paperId:9901236}",13
"{date:1998/9/23,paperId:9809493}",14
"{date:1996/10/28,paperId:9610509}",7
"{date:1993/1/21,paperId:9301257}",5
"{date:1995/11/25,paperId:9511414}",22
"{date:1996/7/10,paperId:9607275}",32
"{date:1999/10/25,paperId:9910464}",31
"{date:1995/8/29,paperId:9508393}",33
"{date:None,paperId:107157}",25
"{date:None,paperId:2234}",100
"{date:1999/4/13,paperId:9904320}",32
"{date:1994/8/15,paperId:9408287}",22
"{date:1996/8/22,paperId:9608407}",44
"{date:None,paperId:110124}",32
"{date:1996/6/24,paperId:9606423}",91
"{date:1997/4/17,paperId:9704339}",45
"{date:1993/9/1,paperId:9309204}",5
"{date:1997/2/12,paperId:9702319}",25
"{date:1998/1/20,paperId:9801367}",5
"{date:1994/12/30,paperId:9412390}",11
"{date:None,paperId:211048}",1
"{date:1999/11/4,paperId:9911233}",104
"{date:None,paperId:9235}",26
"{date:1998/3/24,paperId:9803440}",77
"{date:1998/12/15,paperId:9812365}",18
"{date:None,paperId:207371}",3
"{date:1998/6/8,paperId:9806300}",3
"{date:1993/3/10,paperId:9303238}",36
"{date:None,paperId:2083}",9
"{date:1998/1/12,paperId:9801265}",30
"{date:1996/6/14,paperId:9606338}",17
"{date:1999/2/19,paperId:9902398}",7
"{date:1996/6/28,paperId:9606462}",13
"{date:1994/11/11,paperId:9411274}",38
"{date:None,paperId:211376}",11
"{date:1998/9/22,paperId:9809484}",24
"{date:1999/5/12,paperId:9905320}",60
"{date:None,paperId:8266}",2
"{date:1996/11/19,paperId:9611358}",28
"{date:None,paperId:210178}",8
"{date:1997/6/24,paperId:9706493}",6
"{date:None,paperId:202153}",13
"{date:1998/5/29,paperId:9805499}",15
"{date:1998/7/3,paperId:9807235}",188
"{date:None,paperId:204230}",15
"{date:1997/10/9,paperId:9710304}",20
"{date:1995/6/12,paperId:9506296}",6
"{date:1993/5/17,paperId:9305275}",81
"{date:1996/6/12,paperId:9606309}",4
"{date:None,paperId:104306}",16
"{date:None,paperId:202246}",20
"{date:1995/8/3,paperId:9508224}",1
"{date:1998/7/24,paperId:9807488}",28
"{date:1997/11/28,paperId:9711511}",61
"{date:1997/2/15,paperId:9702342}",10
"{date:None,paperId:108236}",164
"{date:None,paperId:4180}",1
"{date:None,paperId:208071}",7
"{date:1998/3/5,paperId:9803249}",5
"{date:None,paperId:7112}",45
"{date:1996/5/30,paperId:9605442}",6
"{date:None,paperId:206180}",36
"{date:None,paperId:203137}",63
"{date:None,paperId:9218}",23
"{date:None,paperId:9324}",50
"{date:None,paperId:9299}",74
"{date:None,paperId:209066}",16
"{date:1999/11/15,paperId:9911366}",20
"{date:1994/9/10,paperId:9409274}",3
"{date:1996/6/5,paperId:9606239}",14
"{date:None,paperId:301257}",17
"{date:1995/7/4,paperId:9507218}",32
"{date:1997/12/10,paperId:9712332}",5
"{date:1998/11/2,paperId:9811217}",3
"{date:1994/7/1,paperId:9407204}",46
"{date:1998/3/3,paperId:9803227}",63
"{date:1996/4/11,paperId:9604290}",16
"{date:None,paperId:108207}",30
"{date:1996/10/18,paperId:9610419}",27
"{date:1998/11/1,paperId:9811208}",17
"{date:1998/1/31,paperId:9802202}",30
"{date:1995/6/6,paperId:9506242}",98
"{date:1999/1/14,paperId:9901316}",21
"{date:1996/4/17,paperId:9604344}",9
"{date:1999/3/22,paperId:9903449}",38
"{date:None,paperId:102096}",32
"{date:1998/9/30,paperId:9809587}",13
"{date:1998/6/4,paperId:9806254}",4
"{date:1999/11/29,paperId:9911524}",110
"{date:1993/8/5,paperId:9308229}",15
"{date:1997/7/23,paperId:9707440}",5
"{date:None,paperId:201292}",8
"{date:1994/5/20,paperId:9405347}",15
"{date:None,paperId:101066}",29
"{date:1999/9/27,paperId:9909514}",25
"{date:None,paperId:4132}",6
"{date:1994/5/30,paperId:9405418}",57
"{date:1997/10/14,paperId:9710344}",12
"{date:1999/3/10,paperId:9903307}",24
"{date:None,paperId:210356}",12
"{date:1999/5/18,paperId:9905384}",4
"{date:1994/11/18,paperId:9411337}",20
"{date:1997/12/24,paperId:9712519}",16
"{date:None,paperId:5186}",24
"{date:1995/3/29,paperId:9503462}",11
"{date:1999/4/14,paperId:9904325}",16
"{date:1999/7/14,paperId:9907348}",3
"{date:None,paperId:211139}",5
"{date:None,paperId:104102}",7
"{date:1998/8/27,paperId:9808433}",47
"{date:1996/11/24,paperId:9611405}",12
"{date:None,paperId:205161}",24
"{date:1993/2/3,paperId:9302207}",33
"{date:None,paperId:112358}",1
"{date:1995/6/27,paperId:9506439}",6
"{date:None,paperId:9007}",4
"{date:None,paperId:104007}",19
"{date:None,paperId:8050}",47
"{date:None,paperId:10243}",3
"{date:None,paperId:10302}",10
"{date:None,paperId:4124}",39
"{date:None,paperId:110198}",10
"{date:None,paperId:205341}",23
"{date:None,paperId:301254}",19
"{date:1996/5/6,paperId:9605230}",28
"{date:None,paperId:209314}",6
"{date:1994/4/1,paperId:9404206}",4
"{date:1995/1/20,paperId:9501346}",3
"{date:1994/12/13,paperId:9412282}",15
"{date:1998/7/27,paperId:9807508}",39
"{date:1996/7/17,paperId:9607360}",8
"{date:None,paperId:103018}",24
"{date:None,paperId:204296}",32
"{date:None,paperId:106327}",32
"{date:1994/7/21,paperId:9407347}",68
"{date:1997/6/25,paperId:9706504}",19
"{date:None,paperId:103337}",9
"{date:1995/7/24,paperId:9507394}",17
"{date:1995/7/10,paperId:9507275}",13
"{date:1996/10/10,paperId:9610316}",5
"{date:1994/3/29,paperId:9403385}",22
"{date:1999/9/9,paperId:9909307}",25
"{date:1992/11/5,paperId:9211214}",43
"{date:1995/6/12,paperId:9506304}",3
"{date:1998/10/19,paperId:9810398}",11
"{date:1998/8/7,paperId:9808263}",19
"{date:None,paperId:102116}",37
"{date:1995/12/14,paperId:9512305}",4
"{date:1998/7/21,paperId:9807436}",1
"{date:None,paperId:6081}",18
"{date:1999/3/23,paperId:9903455}",46
"{date:1998/12/11,paperId:9812337}",42
"{date:1997/5/9,paperId:9705275}",26
"{date:None,paperId:107304}",7
"{date:1998/7/31,paperId:9807568}",35
"{date:1993/8/4,paperId:9308227}",13
"{date:1995/3/22,paperId:9503413}",16
"{date:1998/4/21,paperId:9804339}",30
"{date:None,paperId:4031}",33
"{date:1998/3/27,paperId:9803476}",71
"{date:1997/11/10,paperId:9711276}",10
"{date:1999/1/7,paperId:9901243}",80
"{date:1994/2/11,paperId:9402272}",2
"{date:1996/4/29,paperId:9604425}",45
"{date:None,paperId:8153}",8
"{date:None,paperId:3234}",32
"{date:1997/9/11,paperId:9709314}",8
"{date:1993/4/27,paperId:9304307}",241
"{date:None,paperId:6317}",7
"{date:1995/5/31,paperId:9505433}",70
"{date:1994/10/8,paperId:9410250}",19
"{date:1998/4/22,paperId:9804364}",10
"{date:None,paperId:9270}",6
"{date:1992/11/6,paperId:9211223}",10
"{date:None,paperId:105095}",21
"{date:1996/3/8,paperId:9603256}",11
"{date:1997/4/23,paperId:9704383}",41
"{date:1996/6/4,paperId:9606228}",4
"{date:1996/1/8,paperId:9601223}",3
"{date:None,paperId:111120}",21
"{date:None,paperId:10306}",20
"{date:1995/8/28,paperId:9508386}",71
"{date:None,paperId:111134}",8
"{date:1998/9/30,paperId:9809586}",11
"{date:None,paperId:4036}",12
"{date:None,paperId:6180}",6
"{date:None,paperId:12235}",18
"{date:1995/2/17,paperId:9502342}",9
"{date:1997/1/7,paperId:9701239}",1
"{date:None,paperId:107237}",5
"{date:1996/12/19,paperId:9612418}",4
"{date:None,paperId:111339}",2
"{date:1998/4/29,paperId:9804445}",13
"{date:None,paperId:211195}",12
"{date:None,paperId:101161}",13
"{date:None,paperId:4258}",5
"{date:None,paperId:6261}",11
"{date:None,paperId:10325}",81
"{date:1999/2/19,paperId:9902406}",17
"{date:1993/12/13,paperId:9312268}",37
"{date:1994/9/30,paperId:9409459}",6
"{date:1994/4/21,paperId:9404315}",2
"{date:1992/5/26,paperId:9205236}",1
"{date:1999/5/31,paperId:9905565}",8
"{date:1998/12/17,paperId:9812416}",12
"{date:1994/7/3,paperId:9407211}",22
"{date:1996/8/30,paperId:9609210}",25
"{date:None,paperId:202270}",93
"{date:None,paperId:104120}",42
"{date:1995/5/31,paperId:9505420}",7
"{date:None,paperId:2151}",40
"{date:1993/2/24,paperId:9302301}",15
"{date:1994/4/15,paperId:9404271}",7
"{date:None,paperId:204100}",82
"{date:1992/7/17,paperId:9207245}",40
"{date:1996/8/19,paperId:9608368}",21
"{date:1993/10/13,paperId:9310280}",1
"{date:1998/10/9,paperId:9810301}",27
"{date:None,paperId:111390}",32
"{date:1994/4/29,paperId:9404355}",15
"{date:1999/3/23,paperId:9903460}",60
"{date:1998/1/21,paperId:9801372}",21
"{date:1993/8/12,paperId:9308269}",19
"{date:1999/4/8,paperId:9904276}",36
"{date:1995/10/24,paperId:9510393}",30
"{date:1997/10/15,paperId:9710368}",31
"{date:1998/7/7,paperId:9807268}",14
"{date:1995/12/20,paperId:9512378}",60
"{date:None,paperId:207270}",10
"{date:1996/1/17,paperId:9601282}",80
"{date:None,paperId:108159}",52
"{date:None,paperId:3051}",15
"{date:1996/4/26,paperId:9604410}",18
"{date:1995/7/24,paperId:9507389}",3
"{date:None,paperId:202169}",9
"{date:1998/6/29,paperId:9806512}",10
"{date:None,paperId:209003}",32
"{date:1994/12/4,paperId:9412227}",8
"{date:1998/2/26,paperId:9802435}",3
"{date:1994/3/24,paperId:9403362}",40
"{date:None,paperId:212133}",39
"{date:None,paperId:12155}",42
"{date:1996/10/8,paperId:9610287}",5
"{date:1994/9/6,paperId:9409233}",11
"{date:1995/10/23,paperId:9510368}",10
"{date:1997/5/29,paperId:9705456}",8
"{date:1998/12/21,paperId:9812468}",4
"{date:1994/10/21,paperId:9410348}",10
"{date:None,paperId:103262}",3
"{date:1997/3/18,paperId:9703355}",16
"{date:None,paperId:201113}",16
"{date:1999/8/23,paperId:9908440}",1
"{date:1997/4/4,paperId:9704228}",33
"{date:1997/8/8,paperId:9708295}",6
"{date:1994/8/22,paperId:9408343}",12
"{date:None,paperId:103145}",12
"{date:1997/10/20,paperId:9710405}",3
"{date:None,paperId:8150}",31
"{date:1999/9/14,paperId:9909358}",2
"{date:None,paperId:210331}",12
"{date:1998/4/1,paperId:9804203}",9
"{date:1997/6/9,paperId:9706306}",10
"{date:1996/10/4,paperId:9610245}",30
"{date:1995/8/28,paperId:9508388}",3
"{date:None,paperId:110064}",27
"{date:None,paperId:7247}",8
"{date:1995/11/14,paperId:9511314}",19
"{date:None,paperId:106248}",61
"{date:None,paperId:11044}",16
"{date:1999/8/4,paperId:9908253}",7
"{date:1995/6/29,paperId:9506456}",24
"{date:1996/9/5,paperId:9609255}",6
"{date:1995/8/27,paperId:9508376}",11
"{date:1992/10/5,paperId:9210212}",5
"{date:1999/7/30,paperId:9907573}",5
"{date:1994/3/11,paperId:9403273}",11
"{date:None,paperId:205037}",52
"{date:1995/8/17,paperId:9508320}",22
"{date:1999/1/4,paperId:9901213}",23
"{date:1996/10/3,paperId:9610236}",10
"{date:1996/2/7,paperId:9602249}",1
"{date:1998/3/2,paperId:9803219}",59
"{date:1996/10/29,paperId:9610522}",20
"{date:1995/4/10,paperId:9504275}",12
"{date:1998/5/26,paperId:9805470}",164
"{date:1994/3/30,paperId:9403391}",19
"{date:None,paperId:7259}",57
"{date:1997/11/24,paperId:9711440}",61
"{date:1996/8/29,paperId:9608480}",67
"{date:None,paperId:110253}",41
"{date:1992/12/24,paperId:9212308}",57
"{date:1998/2/20,paperId:9802377}",10
"{date:1995/8/31,paperId:9508411}",24
"{date:1995/10/29,paperId:9510441}",27
"{date:1997/1/24,paperId:9701361}",26
"{date:None,paperId:105087}",61
"{date:None,paperId:8104}",5
"{date:1994/4/27,paperId:9404344}",8
"{date:None,paperId:4247}",73
"{date:1994/4/6,paperId:9404226}",17
"{date:1998/1/12,paperId:9801275}",7
"{date:None,paperId:12073}",36
"{date:1995/8/3,paperId:9508223}",13
"{date:1993/1/26,paperId:9301273}",22
"{date:None,paperId:108209}",13
"{date:1994/1/11,paperId:9401234}",10
"{date:None,paperId:107267}",12
"{date:1999/3/18,paperId:9903393}",10
"{date:1999/9/1,paperId:9909202}",53
"{date:1994/3/18,paperId:9403317}",2
"{date:1996/6/4,paperId:9606221}",6
"{date:1999/7/22,paperId:9907459}",8
"{date:None,paperId:206212}",4
"{date:None,paperId:11036}",24
"{date:None,paperId:109092}",43
"{date:1993/4/2,paperId:9304205}",70
"{date:1999/1/23,paperId:9901391}",6
"{date:1999/1/11,paperId:9901266}",27
"{date:None,paperId:211327}",40
"{date:1999/4/20,paperId:9904410}",13
"{date:1997/1/20,paperId:9701329}",3
"{date:1998/3/13,paperId:9803338}",12
"{date:None,paperId:104023}",41
"{date:None,paperId:204127}",11
"{date:1997/5/8,paperId:9705262}",50
"{date:1997/12/4,paperId:9712260}",25
"{date:None,paperId:10030}",27
"{date:None,paperId:302099}",18
"{date:1994/12/13,paperId:9412284}",7
"{date:1995/7/8,paperId:9507266}",8
"{date:1999/8/4,paperId:9908239}",2
"{date:1997/10/24,paperId:9710466}",3
"{date:None,paperId:10143}",2
"{date:1997/11/4,paperId:9711221}",12
"{date:None,paperId:301021}",13
"{date:1994/10/27,paperId:9410391}",14
"{date:None,paperId:104168}",43
"{date:1997/8/2,paperId:9708218}",18
"{date:None,paperId:204361}",31
"{date:1999/6/25,paperId:9906498}",30
"{date:1998/7/22,paperId:9807460}",18
"{date:None,paperId:103284}",56
"{date:1996/4/16,paperId:9604341}",6
"{date:1997/5/20,paperId:9705364}",13
"{date:1998/11/30,paperId:9811504}",3
"{date:1996/8/30,paperId:9609211}",8
"{date:1996/1/5,paperId:9601218}",8
"{date:1996/8/16,paperId:9608350}",64
"{date:1998/2/12,paperId:9802307}",15
"{date:None,paperId:211446}",63
"{date:1999/8/28,paperId:9908497}",18
"{date:1993/8/4,paperId:9308223}",19
"{date:1996/11/22,paperId:9611393}",37
"{date:1994/7/6,paperId:9407241}",6
"{date:1996/4/1,paperId:9604204}",15
"{date:None,paperId:7299}",15
"{date:1996/2/12,paperId:9602277}",111
"{date:None,paperId:11266}",34
"{date:1996/3/5,paperId:9603230}",13
"{date:None,paperId:6158}",8
"{date:1995/1/25,paperId:9501380}",2
"{date:1993/9/15,paperId:9309272}",57
"{date:1998/2/5,paperId:9802238}",93
"{date:1993/7/27,paperId:9307344}",28
"{date:1998/3/20,paperId:9803409}",5
"{date:None,paperId:5132}",14
"{date:1998/5/26,paperId:9805461}",32
"{date:1995/11/13,paperId:9511301}",13
"{date:1999/2/23,paperId:9902437}",53
"{date:None,paperId:9098}",6
